user,diff
106169,"[32289, 6750, 53318, 44665]"
106171,"[1304, 6440, 348, 2407]"
106177,"[1682, 79091, 107141, 6711]"
106180,"[91529, 48394, 4308, 55820]"
106185,"[2712, 89864, 8950, 223]"
106193,"[52328, 48394, 6059, 1127]"
106198,"[1704, 5418, 8910, 6711]"
106203,"[736, 41569, 5418, 2321]"
106207,"[84152, 71535, 541, 3535]"
106208,"[8361, 72393, 58559, 34319]"
106215,"[42, 589, 26133, 110]"
106217,"[67665, 2858, 3052, 4014]"
106218,"[7448, 8338, 57669, 4015]"
106221,"[91529, 90057, 8861, 72998]"
106223,"[904, 5618, 6333, 47]"
106224,"[109374, 4011, 3996, 1270]"
106236,"[52952, 2959, 106782, 2359]"
106239,"[968, 2529, 3578, 5072]"
106241,"[27491, 69995, 7940, 5015]"
106243,"[1721, 5218, 53123, 1198]"
106251,"[1584, 2905, 27722, 27846]"
106256,"[480, 8361, 68793, 46972]"
106264,"[7361, 4034, 7285, 5015]"
106271,"[79702, 76093, 68237, 158]"
106272,"[5377, 1635, 6942, 1271]"
106278,"[1784, 36, 3174, 246]"
106279,"[2329, 370, 6539, 1573]"
106290,"[3168, 2490, 117533, 4007]"
106296,"[356, 1748, 2677, 68157]"
106302,"[53121, 48883, 53125, 6643]"
106305,"[5952, 7153, 2858, 2571]"
106308,"[26152, 96728, 8492, 91199]"
106310,"[27266, 8860, 68157, 73023]"
106321,"[60074, 52975, 3052, 2567]"
106332,"[32587, 39183, 48780, 1279]"
106333,"[3421, 25763, 7756, 8797]"
106334,"[2329, 1194, 7444, 1884]"
106340,"[6104, 3681, 8914, 527]"
106347,"[27801, 4027, 32587, 27821]"
106348,"[44022, 43652, 68157, 653]"
106355,"[25993, 54745, 8364, 51255]"
106367,"[2890, 7101, 750, 6942]"
106369,"[5952, 7153, 8636, 33493]"
106378,"[2762, 2858, 5225, 5669]"
106381,"[1265, 780, 62374, 44199]"
106386,"[7976, 1200, 1258, 72998]"
106394,"[88129, 2571, 106487, 67255]"
106396,"[4344, 1089, 74458, 6377]"
106401,"[161, 1210, 2763, 1242]"
106405,"[8376, 81817, 2858, 4973]"
106406,"[1233, 3275, 2012, 2167]"
106410,"[3000, 1, 6, 45431]"
106415,"[1136, 46578, 2997, 750]"
106423,"[31658, 1185, 48394, 6377]"
106426,"[69122, 112852, 589, 719]"
106428,"[356, 48780, 6874, 55820]"
106431,"[55031, 86332, 7373, 6863]"
106436,"[3608, 32, 7075, 1080]"
106437,"[2729, 19, 1884, 235]"
106441,"[59336, 71033, 72356, 7086]"
106444,"[25850, 92259, 97870, 40819]"
106455,"[5377, 531, 1293, 6350]"
106457,"[5481, 2571, 2174, 7367]"
106464,"[628, 7706, 2628, 1240]"
106465,"[34153, 8580, 30749, 94959]"
106476,"[1769, 55805, 93326, 1799]"
106478,"[1097, 8147, 1356, 253]"
106481,"[68554, 59315, 53460, 27611]"
106493,"[8961, 6537, 4447, 95]"
106496,"[1923, 3948, 1198, 2959]"
106502,"[1721, 4993, 7147, 253]"
106507,"[4873, 30810, 1500, 471]"
106511,"[1732, 2716, 589, 4022]"
106512,"[1304, 4306, 2203, 1250]"
106513,"[954, 2947, 8581, 3959]"
106515,"[6380, 1252, 7925, 3983]"
106519,"[349, 5732, 26325, 1214]"
106537,"[96488, 5989, 96079, 6807]"
106545,"[8529, 42009, 3948, 43919]"
106547,"[1968, 3114, 5418, 1732]"
106549,"[6776, 1387, 1264, 74787]"
106556,"[2329, 3450, 1201, 7153]"
106561,"[1073, 68954, 3948, 58559]"
106579,"[62049, 97306, 55820, 1061]"
106585,"[93040, 2761, 524, 919]"
106594,"[611, 1210, 4019, 3917]"
106597,"[457, 44555, 1265, 111]"
106601,"[648, 8961, 66934, 99007]"
106603,"[95088, 89745, 86781, 92535]"
106604,"[110, 3147, 55820, 54286]"
106614,"[2571, 48043, 4995, 293]"
106619,"[30898, 1197, 589, 4103]"
106624,"[3681, 47610, 109374, 111759]"
106626,"[1704, 2762, 5989, 56174]"
106627,"[74458, 7802, 51662, 48783]"
106632,"[1, 46850, 7323, 2300]"
106635,"[3160, 2572, 293, 111759]"
106637,"[3481, 1258, 2795, 1198]"
106638,"[1289, 4235, 2916, 481]"
106640,"[3176, 3210, 39292, 2917]"
106648,"[81562, 55820, 1258, 4878]"
106649,"[6874, 44195, 2268, 3959]"
106653,"[5618, 6188, 41997, 4262]"
106659,"[82459, 1965, 106766, 5902]"
106661,"[57669, 3996, 8772, 951]"
106665,"[480, 1258, 55363, 33660]"
106667,"[344, 745, 2683, 6539]"
106672,"[4992, 497, 31658, 3181]"
106673,"[4816, 4007, 1230, 6711]"
106674,"[3578, 7579, 48516, 1222]"
106676,"[111921, 66198, 84613, 106782]"
106680,"[51939, 46335, 106438, 108583]"
106682,"[593, 6643, 1260, 1222]"
106685,"[6377, 5418, 1265, 5989]"
106687,"[2232, 1962, 2034, 69951]"
106697,"[3504, 32587, 1923, 110]"
106702,"[46578, 86345, 4993, 1196]"
106703,"[1291, 4995, 90531, 1206]"
106705,"[5608, 2762, 3198, 96079]"
106708,"[67255, 4995, 1214, 44191]"
106710,"[2762, 2571, 4509, 150]"
106712,"[1690, 118900, 55052, 109487]"
106714,"[4226, 2716, 1221, 51662]"
106718,"[1374, 87306, 76093, 1270]"
106732,"[31696, 2018, 2581, 33437]"
106735,"[1080, 74458, 1203, 4995]"
106745,"[97304, 45950, 4963, 85774]"
106750,"[31658, 49274, 8965, 8949]"
106755,"[50872, 2972, 118900, 117176]"
106757,"[30793, 94266, 96079, 39]"
106762,"[920, 2268, 1221, 150]"
106769,"[924, 1258, 5570, 1266]"
106776,"[109487, 115210, 2028, 3159]"
106782,"[2248, 32291, 4979, 33166]"
106785,"[2278, 2762, 1265, 64614]"
106792,"[5377, 5418, 1747, 1060]"
106794,"[46578, 1923, 597, 1254]"
106796,"[8368, 59315, 4022, 44191]"
106802,"[1097, 105355, 106452, 342]"
106807,"[1262, 316, 4878, 47]"
106808,"[59369, 69122, 3996, 1271]"
106809,"[32587, 2115, 4027, 4102]"
106810,"[1201, 3994, 68358, 3897]"
106817,"[474, 539, 55118, 27831]"
106822,"[92259, 165, 2278, 95543]"
106826,"[3801, 2858, 44555, 4262]"
106827,"[1136, 922, 947, 4886]"
106831,"[3039, 102125, 3654, 5463]"
106832,"[1090, 508, 3578, 4007]"
106844,"[1610, 1035, 3418, 1199]"
106845,"[6772, 5989, 60069, 5903]"
106859,"[7361, 3578, 4995, 909]"
106865,"[55765, 69122, 53125, 1682]"
106870,"[49272, 3793, 260, 527]"
106872,"[5952, 593, 1266, 5349]"
106874,"[471, 2011, 1356, 1247]"
106875,"[1265, 26258, 55908, 3677]"
106877,"[3424, 34405, 6796, 1245]"
106887,"[94864, 4306, 4226, 96610]"
106893,"[1078, 3147, 26150, 47999]"
106895,"[6936, 7451, 1222, 44191]"
106897,"[1129, 628, 1887, 3535]"
106904,"[54997, 49130, 55290, 8533]"
106919,"[1552, 587, 5612, 208]"
106920,"[5944, 2393, 2571, 34334]"
106922,"[27611, 954, 6947, 2918]"
106927,"[2840, 4963, 2232, 34319]"
106934,"[41571, 2971, 59315, 81847]"
106935,"[42632, 72998, 222, 54503]"
106936,"[61160, 2011, 2300, 60397]"
106939,"[6768, 74089, 74916, 8640]"
106948,"[8033, 40819, 3949, 1246]"
106949,"[1234, 4998, 3702, 4327]"
106951,"[4226, 6708, 318, 223]"
106955,"[3256, 3310, 1219, 8622]"
106957,"[4000, 858, 910, 2150]"
106966,"[1080, 6378, 27731, 6502]"
106974,"[44665, 27801, 2467, 111]"
106989,"[118696, 3617, 78772, 109487]"
106994,"[8528, 50, 1266, 5349]"
106995,"[58559, 3844, 4878, 175]"
107004,"[104, 1393, 7150, 4054]"
107017,"[2329, 55250, 45499, 231]"
107020,"[1278, 3466, 2797, 7054]"
107021,"[2467, 589, 37733, 527]"
107030,"[2329, 2858, 1285, 4857]"
107036,"[720, 1, 1148, 3740]"
107037,"[1049, 34162, 33646, 39]"
107043,"[4025, 7458, 1092, 858]"
107048,"[48, 3147, 1732, 8533]"
107057,"[2617, 79132, 58559, 231]"
107060,"[3310, 8228, 1086, 3983]"
107068,"[6377, 40819, 4979, 45499]"
107074,"[1057, 3994, 1380, 35836]"
107077,"[1321, 2858, 858, 44191]"
107087,"[104841, 99114, 26819, 65982]"
107095,"[1036, 1221, 6, 2959]"
107099,"[457, 7143, 112852, 109487]"
107101,"[2232, 7090, 3996, 1215]"
107109,"[26131, 4329, 3275, 7438]"
107111,"[1464, 48738, 2571, 6934]"
107112,"[3977, 6874, 475, 805]"
107121,"[480, 3169, 52042, 38038]"
107124,"[46976, 1961, 56788, 44694]"
107125,"[7039, 6539, 590, 51255]"
107126,"[84152, 72011, 61323, 8158]"
107128,"[6793, 61323, 3507, 59315]"
107130,"[95441, 1274, 6539, 116797]"
107136,"[1281, 8914, 8874, 70]"
107146,"[4776, 2580, 5782, 1343]"
107150,"[2025, 2018, 2467, 3053]"
107154,"[648, 27193, 49286, 53318]"
107156,"[2797, 2571, 5299, 3255]"
107157,"[6863, 3578, 6934, 3175]"
107160,"[36529, 76738, 1884, 80463]"
107164,"[5064, 44191, 91542, 59615]"
107165,"[1961, 2950, 110, 6983]"
107166,"[480, 7265, 2012, 3503]"
107167,"[3258, 2762, 2706, 3301]"
107168,"[5618, 745, 50, 4973]"
107174,"[1193, 2716, 1221, 64957]"
107188,"[7792, 8809, 32179, 32892]"
107189,"[56152, 329, 44555, 2478]"
107191,"[61024, 60074, 4963, 58559]"
107196,"[778, 5508, 509, 2959]"
107198,"[3552, 356, 1196, 104]"
107204,"[25771, 1228, 8197, 49355]"
107207,"[153, 1380, 377, 7247]"
107211,"[1299, 1217, 587, 4327]"
107215,"[7386, 72407, 4995, 8783]"
107226,"[56788, 733, 54286, 58559]"
107230,"[4019, 36708, 2125, 4734]"
107233,"[1225, 2700, 5669, 44694]"
107234,"[52458, 2125, 37733, 4903]"
107250,"[48744, 7361, 5014, 5791]"
107253,"[296, 2858, 68954, 2496]"
107254,"[34072, 25, 46578, 3556]"
107255,"[48696, 30707, 42011, 40819]"
107256,"[2729, 8874, 2459, 2011]"
107257,"[3977, 49530, 497, 54503]"
107269,"[53000, 54001, 158, 480]"
107273,"[1032, 953, 50872, 53894]"
107276,"[3000, 69122, 59037, 2502]"
107277,"[81591, 50, 8983, 175]"
107278,"[61024, 102993, 95441, 54503]"
107279,"[4809, 2018, 61236, 589]"
107288,"[27808, 41573, 112552, 81191]"
107317,"[2729, 1956, 26350, 7327]"
107322,"[8368, 480, 72011, 1036]"
107324,"[33493, 33004, 45517, 45950]"
107327,"[1088, 2083, 3396, 48591]"
107329,"[30898, 1219, 43460, 37733]"
107331,"[94864, 5299, 103772, 79702]"
107334,"[2728, 904, 293, 527]"
107338,"[1729, 2762, 59315, 4878]"
107342,"[2617, 471, 497, 2167]"
107347,"[8784, 1059, 2997, 47518]"
107356,"[1073, 97938, 5747, 1730]"
107368,"[914, 106916, 106766, 4855]"
107372,"[910, 6987, 1211, 8270]"
107378,"[88744, 68554, 1882, 45447]"
107383,"[44199, 33794, 595, 56367]"
107384,"[32, 1201, 4027, 165]"
107385,"[2161, 539, 1265, 3398]"
107387,"[3160, 3949, 4878, 111]"
107395,"[8959, 40851, 41566, 36535]"
107397,"[8984, 79132, 60069, 80615]"
107398,"[6785, 1243, 1025, 25971]"
107402,"[81562, 5349, 8798, 2087]"
107417,"[3034, 596, 837, 231]"
107433,"[2762, 1917, 6870, 4223]"
107435,"[4993, 74530, 7380, 902]"
107440,"[68848, 85179, 1923, 71535]"
107442,"[2, 778, 2405, 1214]"
107445,"[6776, 45950, 7451, 110]"
107450,"[48516, 4306, 3435, 1212]"
107457,"[1241, 1449, 4380, 357]"
107458,"[1210, 480, 3386, 780]"
107468,"[79824, 49961, 68358, 47423]"
107473,"[185, 31617, 34405, 51662]"
107474,"[8128, 31260, 69757, 70286]"
107477,"[5952, 1212, 27773, 215]"
107478,"[46972, 1658, 5445, 36525]"
107479,"[1288, 969, 61240, 68237]"
107485,"[1, 923, 7361, 110]"
107493,"[3272, 1097, 4815, 1711]"
107499,"[16, 1234, 5459, 5445]"
107503,"[1210, 2716, 5989, 292]"
107507,"[3996, 44195, 48780, 72998]"
107508,"[2858, 2692, 69757, 7767]"
107509,"[33794, 2355, 3996, 6711]"
107510,"[59315, 60069, 79702, 2863]"
107514,"[2722, 33794, 101362, 45722]"
107520,"[4896, 1226, 3998, 111]"
107521,"[673, 596, 1029, 68135]"
107525,"[2985, 2329, 1954, 19]"
107533,"[1080, 1281, 1674, 48780]"
107535,"[8784, 2329, 5810, 282]"
107543,"[32, 1690, 4973, 2976]"
107553,"[52328, 60074, 1954, 47997]"
107554,"[111113, 36529, 91500, 8665]"
107560,"[7143, 2357, 6598, 77455]"
107570,"[1136, 4734, 6620, 1198]"
107572,"[4776, 37729, 25923, 26479]"
107574,"[3088, 2355, 41566, 2000]"
107580,"[48385, 4299, 64614, 4823]"
107586,"[4848, 77307, 6270, 111]"
107598,"[3555, 1372, 413, 2454]"
107599,"[832, 4857, 88810, 47]"
107605,"[81, 8961, 93363, 111]"
107608,"[3503, 7153, 96606, 67255]"
107610,"[37240, 6331, 37741, 6]"
107615,"[2300, 1230, 950, 2959]"
107616,"[8368, 3825, 3355, 455]"
107619,"[736, 1562, 1219, 1997]"
107620,"[1610, 52435, 61323, 56367]"
107625,"[50872, 745, 8961, 4878]"
107628,"[46578, 63082, 37733, 8879]"
107640,"[3089, 50068, 8957, 101895]"
107643,"[61240, 1265, 368, 73017]"
107648,"[5010, 59725, 64614, 59615]"
107661,"[2355, 1, 3578, 4995]"
107662,"[1320, 1209, 2571, 5617]"
107672,"[4816, 3408, 6979, 2918]"
107679,"[3617, 6874, 44555, 2692]"
107683,"[32, 1921, 4995, 3949]"
107684,"[3196, 2716, 318, 2959]"
107685,"[1391, 2683, 1127, 551]"
107688,"[353, 4995, 2692, 3263]"
107693,"[100745, 71468, 2141, 4022]"
107710,"[1961, 1610, 628, 474]"
107711,"[65514, 40732, 72998, 56367]"
107716,"[27033, 6874, 44195, 1190]"
107720,"[6754, 45028, 7373, 6266]"
107726,"[27808, 61323, 39414, 1727]"
107755,"[1704, 1265, 2706, 3581]"
107756,"[5816, 44665, 1219, 30707]"
107768,"[1680, 4809, 497, 1175]"
107769,"[2288, 5004, 70293, 3175]"
107776,"[98961, 4002, 1300, 1950]"
107777,"[1233, 356, 750, 58559]"
107779,"[80906, 62439, 2908, 47]"
107786,"[72011, 4306, 32587, 80463]"
107795,"[69140, 141, 36, 1103]"
107799,"[8464, 481, 1222, 7438]"
107806,"[7840, 4489, 2301, 6639]"
107809,"[3556, 562, 708, 2324]"
107819,"[41569, 45722, 68319, 68791]"
107820,"[6874, 595, 12, 3275]"
107830,"[40278, 48516, 2278, 2959]"
107831,"[2046, 1196, 1246, 58559]"
107835,"[1784, 5995, 3252, 1230]"
107842,"[2881, 2058, 4874, 48516]"
107846,"[1544, 2329, 4571, 1500]"
107857,"[4720, 1258, 26347, 3578]"
107861,"[30793, 99114, 6157, 46062]"
107864,"[7073, 3739, 1196, 38038]"
107866,"[103048, 61236, 4878, 106920]"
107867,"[785, 1206, 27773, 3462]"
107877,"[3793, 51091, 48780, 2959]"
107880,"[68954, 5508, 1246, 48774]"
107882,"[5064, 3793, 6333, 68319]"
107887,"[61240, 46322, 780, 55765]"
107888,"[608, 296, 3949, 1095]"
107889,"[1393, 1274, 3039, 303]"
107892,"[553, 3386, 41997, 68358]"
107893,"[552, 8961, 457, 1198]"
107896,"[1625, 1201, 60684, 628]"
107904,"[69640, 4251, 356, 1968]"
107912,"[6016, 34, 5308, 4621]"
107915,"[8636, 79132, 54286, 919]"
107918,"[1272, 57274, 55765, 319]"
107921,"[95088, 76077, 58998, 94959]"
107922,"[1136, 5952, 61132, 1046]"
107925,"[5952, 3949, 62374, 55765]"
107927,"[1216, 1225, 3147, 5388]"
107931,"[232, 4361, 1610, 8132]"
107933,"[953, 3035, 356, 8949]"
107944,"[2763, 1580, 41566, 44191]"
107946,"[592, 1485, 33437, 6]"
107950,"[54272, 8784, 1653, 661]"
107958,"[1073, 4993, 79132, 36517]"
107964,"[109374, 4995, 60069, 64622]"
107971,"[593, 1225, 1213, 1198]"
107972,"[296, 2268, 1704, 96079]"
107979,"[3535, 3499, 104374, 114935]"
107982,"[3746, 1699, 7092, 8838]"
107983,"[1387, 300, 1221, 2662]"
107984,"[6552, 247, 750, 7831]"
107986,"[6539, 66203, 7444, 5013]"
107991,"[3178, 3275, 33493, 60950]"
107992,"[112556, 69122, 164, 109374]"
108004,"[520, 1945, 5690, 3186]"
108008,"[4239, 2716, 508, 93287]"
108009,"[2336, 8833, 4155, 2396]"
108012,"[84152, 356, 91542, 2959]"
108018,"[2297, 97938, 7147, 7773]"
108028,"[115569, 112290, 1147, 2324]"
108031,"[1210, 4995, 5418, 2791]"
108039,"[4890, 59315, 33493, 64614]"
108041,"[905, 1221, 17, 81847]"
108043,"[4030, 5364, 508, 62]"
108047,"[1721, 52435, 7132, 318]"
108060,"[1089, 46578, 4033, 67997]"
108063,"[48304, 1, 2291, 46972]"
108067,"[74458, 96150, 67734, 74510]"
108070,"[2000, 587, 2628, 8132]"
108076,"[71057, 69526, 172, 7254]"
108079,"[3865, 3044, 7153, 25766]"
108081,"[8361, 42723, 4011, 76251]"
108082,"[6281, 5785, 56782, 7150]"
108084,"[69529, 1619, 5669, 2542]"
108097,"[1041, 899, 2761, 5525]"
108104,"[60753, 90914, 86852, 91529]"
108106,"[356, 8874, 1196, 1214]"
108108,"[4344, 7361, 8644, 2871]"
108114,"[4002, 2810, 8228, 52973]"
108117,"[648, 2301, 2968, 1197]"
108130,"[45722, 40815, 3438, 5903]"
108139,"[5072, 1291, 27660, 150]"
108142,"[49272, 8633, 96610, 6782]"
108145,"[1136, 778, 3114, 367]"
108147,"[8961, 4306, 2502, 2617]"
108153,"[71106, 1676, 70286, 47]"
108155,"[3448, 1210, 45517, 3006]"
108157,"[1464, 3265, 858, 1198]"
108159,"[728, 47099, 8884, 94959]"
108164,"[924, 260, 51662, 68358]"
108165,"[50872, 106489, 96610, 903]"
108170,"[4321, 1261, 2046, 431]"
108173,"[45880, 3247, 1348, 1191]"
108175,"[1193, 2028, 541, 106489]"
108176,"[106920, 104913, 33794, 97752]"
108179,"[26492, 3386, 2132, 27815]"
108181,"[2329, 2858, 7147, 40815]"
108187,"[1210, 2931, 1748, 7327]"
108191,"[44665, 3897, 2542, 111]"
108192,"[2000, 1, 480, 353]"
108194,"[33660, 1707, 356, 8983]"
108195,"[5570, 6442, 1653, 5679]"
108198,"[26840, 1193, 1179, 293]"
108203,"[97306, 2858, 106438, 1214]"
108206,"[78209, 33085, 7293, 4734]"
108207,"[2664, 1193, 7387, 1206]"
108218,"[7361, 1091, 1291, 1866]"
108223,"[26528, 59315, 6428, 62374]"
108235,"[7153, 466, 668, 81257]"
108237,"[89864, 91077, 55820, 589]"
108238,"[3745, 1307, 31973, 2950]"
108240,"[49272, 73321, 1036, 73268]"
108246,"[1784, 6985, 1223, 7759]"
108248,"[3608, 2987, 118696, 112623]"
108256,"[8984, 60753, 2707, 5989]"
108258,"[593, 1089, 1610, 5991]"
108260,"[87232, 90738, 93363, 110]"
108264,"[8641, 5110, 60684, 4158]"
108267,"[8712, 5400, 5816, 5064]"
108272,"[6365, 5618, 296, 27773]"
108285,"[1544, 1732, 48780, 1061]"
108290,"[2716, 1370, 7451, 2572]"
108291,"[45722, 141, 318, 7255]"
108300,"[8376, 593, 44555, 356]"
108304,"[1562, 99114, 68157, 80463]"
108308,"[5152, 47610, 45722, 6711]"
108316,"[68073, 5418, 324, 3006]"
108321,"[61352, 6548, 1373, 33679]"
108323,"[66934, 1580, 110, 4878]"
108324,"[6974, 8533, 590, 2599]"
108325,"[60072, 47610, 7293, 2701]"
108341,"[48394, 150, 3114, 54286]"
108343,"[1, 64114, 3421, 3671]"
108347,"[2336, 541, 6934, 1263]"
108355,"[54736, 58559, 111362, 111759]"
108357,"[80906, 1747, 8132, 3671]"
108358,"[8529, 780, 51662, 1527]"
108362,"[353, 115210, 481, 8950]"
108373,"[2505, 33794, 59315, 51412]"
108375,"[91658, 1957, 1653, 97938]"
108381,"[93443, 2993, 3267, 1517]"
108393,"[48385, 3730, 1755, 7982]"
108400,"[1193, 3018, 1235, 2110]"
108403,"[1080, 1221, 68157, 4454]"
108407,"[4963, 38886, 37741, 1086]"
108412,"[5152, 49530, 110, 48783]"
108419,"[2617, 5505, 84374, 3174]"
108420,"[4553, 322, 555, 1916]"
108426,"[784, 48394, 4018, 4878]"
108429,"[7090, 2002, 50, 778]"
108436,"[6385, 4014, 969, 48385]"
108438,"[63853, 64716, 1269, 4356]"
108441,"[4993, 5971, 79132, 1147]"
108442,"[3039, 105355, 105954, 31]"
108445,"[1193, 2594, 64839, 27831]"
108446,"[52328, 102684, 6016, 2959]"
108450,"[5971, 44195, 31364, 68319]"
108452,"[296, 1234, 60069, 58559]"
108453,"[40826, 4069, 4447, 6535]"
108455,"[5981, 1732, 80917, 1965]"
108458,"[46578, 86833, 98154, 1747]"
108460,"[6705, 235, 1259, 663]"
108462,"[4993, 64957, 6942, 4085]"
108468,"[457, 47610, 2683, 51939]"
108473,"[7090, 1276, 47629, 5903]"
108474,"[59784, 1265, 1099, 79091]"
108476,"[79057, 1253, 6502, 2353]"
108477,"[6016, 26249, 55261, 71670]"
108481,"[16, 8866, 5415, 47]"
108491,"[2248, 44788, 79132, 2997]"
108493,"[953, 46723, 36, 3471]"
108497,"[8131, 1020, 68358, 719]"
108501,"[55872, 48516, 34150, 3751]"
108507,"[97304, 3429, 4878, 94959]"
108508,"[4016, 2924, 3477, 3255]"
108511,"[223, 3578, 3527, 51255]"
108513,"[648, 44555, 55118, 58351]"
108538,"[92920, 81834, 5952, 1198]"
108543,"[4857, 40826, 123, 1961]"
108544,"[6664, 3265, 8961, 3000]"
108545,"[5989, 589, 350, 1197]"
108548,"[5009, 79132, 85414, 68791]"
108549,"[48516, 4011, 260, 1213]"
108553,"[1757, 6858, 4848, 1653]"
108554,"[32, 2329, 55363, 589]"
108561,"[1278, 2406, 36517, 48774]"
108567,"[1089, 1073, 7573, 2542]"
108574,"[32296, 2724, 8368, 72407]"
108575,"[8253, 8618, 25771, 6581]"
108582,"[1569, 1611, 852, 8983]"
108583,"[2496, 1894, 2622, 106487]"
108586,"[59369, 2571, 6539, 34405]"
108587,"[1208, 1610, 63082, 62]"
108595,"[80489, 858, 102716, 1785]"
108597,"[1265, 858, 36708, 903]"
108605,"[84392, 5418, 68157, 62434]"
108609,"[745, 25898, 5105, 1809]"
108614,"[1917, 1676, 733, 40815]"
108616,"[3176, 1073, 69685, 1240]"
108619,"[1064, 52458, 8528, 1884]"
108641,"[33166, 3578, 32587, 2174]"
108667,"[91529, 5418, 112556, 104879]"
108668,"[91529, 1210, 356, 103253]"
108672,"[8873, 5110, 1225, 1374]"
108678,"[4310, 41285, 2375, 5943]"
108685,"[92048, 72641, 4963, 53125]"
108686,"[1784, 59369, 48516, 8957]"
108689,"[97752, 73017, 59315, 98809]"
108710,"[1200, 8622, 1094, 4886]"
108713,"[1333, 308, 5013, 5782]"
108715,"[2232, 3185, 7099, 3787]"
108717,"[3408, 4995, 500, 4973]"
108720,"[2501, 1242, 6365, 3686]"
108721,"[3617, 3249, 4011, 1343]"
108731,"[2353, 173, 4902, 2997]"
108737,"[745, 32587, 1148, 2340]"
108742,"[1265, 1266, 1387, 27879]"
108743,"[30810, 86290, 8798, 2023]"
108753,"[69524, 76093, 380, 5349]"
108754,"[2248, 106487, 4308, 58559]"
108755,"[8360, 69757, 72998, 45431]"
108758,"[1256, 6193, 3629, 543]"
108763,"[31658, 3977, 8874, 65126]"
108771,"[48738, 3811, 7084, 1230]"
108780,"[8970, 31923, 292, 6765]"
108786,"[208, 5673, 1779, 3793]"
108787,"[1210, 4226, 6502, 5903]"
108789,"[296, 1784, 2396, 1199]"
108803,"[4011, 2644, 41566, 7438]"
108811,"[97921, 63082, 105355, 79132]"
108820,"[114552, 48997, 2011, 3677]"
108834,"[7153, 85780, 2997, 70159]"
108843,"[1784, 72011, 48780, 73023]"
108847,"[5147, 1237, 750, 74510]"
108850,"[337, 2890, 48516, 51662]"
108851,"[8784, 3481, 3698, 19]"
108856,"[6016, 306, 49530, 54503]"
108864,"[1240, 3435, 2571, 3100]"
108867,"[2571, 588, 3174, 6639]"
108872,"[720, 89904, 2947, 3039]"
108877,"[2329, 47, 91542, 2959]"
108878,"[1673, 33154, 4235, 2871]"
108895,"[5952, 2762, 1196, 3578]"
108904,"[111921, 1673, 112804, 109487]"
108908,"[65601, 81229, 1198, 4343]"
108913,"[4370, 96811, 1580, 2231]"
108915,"[8132, 4262, 80549, 77846]"
108922,"[8914, 99917, 2997, 3298]"
108942,"[902, 588, 1246, 150]"
108943,"[1, 27251, 2571, 590]"
108954,"[2858, 34405, 6870, 3253]"
108958,"[51545, 3147, 78499, 5693]"
108967,"[111362, 48516, 51709, 64614]"
108971,"[3100, 253, 1302, 51662]"
108975,"[8376, 6538, 750, 66240]"
108979,"[2144, 52328, 5222, 2248]"
108980,"[3409, 33646, 7163, 7254]"
108983,"[1240, 2371, 43396, 1262]"
108984,"[106072, 1148, 110, 103335]"
109001,"[58303, 3844, 7361, 58559]"
109002,"[8636, 3147, 104374, 109374]"
109006,"[5816, 48385, 1073, 527]"
109009,"[97393, 66934, 7366, 33558]"
109016,"[5952, 7841, 4306, 34405]"
109022,"[2288, 2791, 924, 2231]"
109025,"[6377, 481, 6373, 39231]"
109032,"[46976, 59258, 35836, 45440]"
109033,"[66097, 79091, 81229, 2959]"
109040,"[1408, 27801, 31878, 6503]"
109042,"[4744, 25856, 1036, 349]"
109046,"[59333, 539, 2724, 2747]"
109050,"[33794, 2683, 260, 1405]"
109058,"[3578, 1197, 4262, 1231]"
109060,"[296, 6380, 5292, 55247]"
109065,"[1089, 1954, 1961, 2788]"
109066,"[1201, 4002, 6942, 4367]"
109067,"[104841, 3489, 3020, 79357]"
109070,"[41569, 3578, 1380, 47]"
109075,"[42632, 2916, 96079, 90719]"
109076,"[94466, 27156, 44397, 108583]"
109077,"[50872, 26078, 2182, 2351]"
109081,"[2161, 3499, 5445, 3911]"
109082,"[1240, 3113, 30707, 3254]"
109088,"[5010, 56788, 3717, 1197]"
109090,"[1952, 953, 1199, 89087]"
109091,"[968, 593, 1210, 2949]"
109092,"[2640, 1371, 1356, 70286]"
109096,"[90376, 4034, 3462, 1175]"
109098,"[468, 2291, 1220, 2011]"
109102,"[1704, 4306, 2571, 69757]"
109103,"[593, 553, 1378, 7147]"
109104,"[3793, 1748, 1036, 213]"
109110,"[54272, 2561, 60979, 1407]"
109116,"[89864, 1097, 88810, 1962]"
109128,"[1673, 3556, 7254, 535]"
109133,"[1209, 1258, 1676, 2862]"
109134,"[1376, 7254, 5782, 26614]"
109151,"[1393, 339, 3499, 919]"
109153,"[153, 595, 588, 1270]"
109156,"[33834, 1997, 6502, 6239]"
109162,"[93265, 6753, 26133, 48711]"
109164,"[106916, 3298, 4963, 106100]"
109171,"[3996, 7090, 356, 333]"
109173,"[54256, 260, 6948, 3327]"
109177,"[593, 7618, 34437, 5902]"
109178,"[71033, 5995, 4995, 60069]"
109180,"[104841, 27773, 4878, 92535]"
109184,"[611, 4368, 2571, 2329]"
109185,"[5618, 57274, 6093, 71462]"
109187,"[1097, 48394, 1222, 1527]"
109210,"[1704, 88129, 165, 72998]"
109212,"[1704, 4995, 1204, 1270]"
109215,"[8368, 224, 45722, 33493]"
109218,"[7361, 380, 1997, 3911]"
